University Name ,State,PercentUndergradMenEnrolled,NPercentUndergradMenEnrolled,PercentUndergradWomenEnrolled,NPercentUndergradWomenEnrolled,PercentUndergradOtherGenderEnrolled,NPercentUndergradOtherGenderEnrolled,TotalUndergraduateEnrolled,NTotalUndergraduateEnrolled,PercentGraduateMenEnrolled,NPercentGraduateMenEnrolled,PercentGraduateWomenEnrolled,NPercentGraduateWomenEnrolled,PercentGraduateOtherGenderEnrolled,NPercentGraduateOtherGenderEnrolled,TotalGraduateEnrolled,NTotalGraduateEnrolled,PercentMenEnrolled,NPercentMenEnrolled,PercentWomenEnrolled,NPercentWomenEnrolled,TotalAllStudentsEnrolled,NTotalAllStudentsEnrolled,PercentNonResidentUndergrad,NPercentNonResidentUndergrad,PercentHispanicUndergrad,NPercentHispanicUndergrad,PercentBlackUndergrad,NPercentBlackUndergrad,PercentWhiteUndergrad,NPercentWhiteUndergrad,PercentNativeAmericanUndergrad,NPercentNativeAmericanUndergrad,PercentAsianUndergrad,NPercentAsianUndergrad,PercentPacificIslanderUndergrad,NPercentPacificIslanderUndergrad,Percent2016CohortGotPellGrants,NPercent2016CohortGotPellGrants,TotalSixYearGraduation Rate %2016Cohort,NTotalSixYearGraduation Rate %2016Cohort,RetentionRateUndergradFirstYear%,NRetentionRateUndergradFirstYear%,PercentFTFYMenApplied,NPercentFTFYMenApplied,PercentFTFYWomenApplied,NPercentFTFYWomenApplied,PercentFTFYOtherGenderApplied,NPercentFTFYOtherGenderApplied,FTFYTotalApplied,NFTFYTotalApplied,PercentFTFYMenAdmitted,NPercentFTFYMenAdmitted,PercentFTFYWomenAdmitted,NPercentFTFYWomenAdmitted,PercentOtherGenderAdmitted,NPercentOtherGenderAdmitted,FTFYTotalAdmitted,NFTFYTotalAdmitted,PercentFTFYMenEnrolled,NPercentFTFYMenEnrolled,PercentFTFYWomenEnrolled,NPercentFTFYWomenEnrolled,PercentFTFYOtherGenderEnrolled,NPercentFTFYOtherGenderEnrolled,FTFYTotalEnrolled,NFTFYTotalEnrolled,HSCompletionRequirement,ACTUsedForAdmissionDecisions?,FTFYGPAAvg,NFTFYGPAAvg,ResidentApplicationFee(inDollars),NResidentApplicationFee(inDollars),ApplicationFeeCanBeWaived?,PercentTransferMenEnrolled,NPercentTransferMenEnrolled,PercentTransferWomenEnrolled,NPercentTransferWomenEnrolled,PercentEnrolledStudentsTransfer,NPercentEnrolledStudentsTransfer,PercentUndergradOutOfState,NPercentUndergradOutOfState,PercentUndergradOnCampus,NPercentUndergradOnCampus,PercentUndergradOffCampus,NPercentUndergradOffCampus,AverageUndergradStudentAge,NAverageUndergradStudentAge,InStateTuitionCost,NInStateTuitionCost,OutStateTuitionCost,NOutStateTuitionCost,NonresidentTuitionCost,NNonresidentTuitionCost,TotalNeedBasedScholarship,NTotalNeedBasedScholarship,TotalNonNeedScholarship,NTotalNonNeedScholarship,PercentUndergradApplyForNeedBasedFinancialAid,NPercentUndergradApplyForNeedBasedFinancialAid,PercentUndergradAppliedNeedBasedFinancialAidReceived,NPercentUndergradAppliedNeedBasedFinancialAidReceived,PercentUndergradGotNeedBasedFinancialAid,NPercentUndergradGotNeedBasedFinancialAid,PercentOfNeed-BasedAidMetForStudents,NPercentOfNeed-BasedAidMetForStudents,AvgNeedBasedScholarshipAmount,NAvgNeedBasedScholarshipAmount,NoFinancialNeedFTStudentsAwardedScholarship,NNoFinancialNeedFTStudentsAwardedScholarship,AvgNoNeedScholarship,NAvgNoNeedScholarship,PercentFirstTimeStudentsBorrowedAnyLoanProgram,NPercentFirstTimeStudentsBorrowedAnyLoanProgram,FirstTimeStudentsAvgBorrowedAnyLoanProgram,NFirstTimeStudentsAvgBorrowedAnyLoanProgram,NonresidentStudentsAwardedAid,NNonresidentStudentsAwardedAid,AvgAmountAwardedNonresidentStudents,NAvgAmountAwardedNonresidentStudents,Student/FacultyRatio,NStudent/FacultyRatio,Current Minimum Wage,NCurrent Minimum Wage,Preemption,PreemptionCat,NPreemption,Hypertension,NHypertension,Cardiovascular Disease,NCardiovascular Disease,Avoided Care Due To Cost,NAvoided Care Due To Cost,Drug Deaths (per 100.000),NDrug Deaths (per 100.000),Suicide (per 100.000),NSuicide (per 100.000),High Cholesterol,NHigh Cholesterol,Depression Women,NDepression Women,Multiple Chronic Conditions,NMultiple Chronic Conditions,Income Inequality,NIncome Inequality,Violent Crime Rate (per 100.000),NViolent Crime Rate (per 100.000),Child Mortality,NChild Mortality,Infant Mortality (per 100.000),NInfant Mortality (per 100.000),Percent Black,NPercent Black,Percent White,NPercent White,Median Wage,NMedian Wage,Cost Of Living Index,NCost Of Living Index,Housing Insecurity,NHousing Insecurity,Food Insecurity,NFoodInsecurity
University of Louisiana at Layfayette,Louisiana,42.19305019,-0.832030932,57.80694981,0.834157523,0,-0.256262197,12950,-1.102288065,44.29263993,-0.042147195,55.70736007,0.153738963,0,-0.248704113,2269,-1.214053851,42.50607793,-0.674528451,57.49392207,0.682544933,15219,-1.266183856,0.657073395,-1.107138111,4.592943032,-0.607950297,20.34956305,2.288967968,51.32400289,0.616931285,0.321965964,-0.010723033,2.122347066,-0.838437602,0.085419541,-0.091603093,36.91542289,0.810340172,51.1,-1.620710883,70,-2.276772173,36.72566372,-1.243747669,63.27433628,1.194968591,0,-0.24365733,11752,-0.977152562,35.96210911,-1.197241833,64.03789089,1.264753669,0,-0.246166294,8762,-1.206390978,41.59445407,-0.552182772,58.40554593,0.271647916,0,-0.241001764,2885,-0.960716857,GEDorHSDiplomaAccepted,Yes,3.41,-1.478927421,25,-1.51174744,Yes,35.33225284,-2.031665044,64.66774716,2.044400074,4.764478764,-0.537918654,5,-1.115732654,27,-0.318855114,73,0.328693096,21,-0.004879567,5407,-1.649540422,19135,-1.603565061,19135,-1.624552693,63454789.23,-0.726747202,25301655.65,-0.440716636,86.3087375,1.314007185,69.91363289,0.807202171,60.34157388,1.442205635,57,-0.456977012,9487,-0.440611097,1604,-0.696121524,4373,-0.684950208,48.3,0.012004162,26509.93,-0.098637166,94,-0.421048821,22909,1.518628895,18,0.067338314,7.25,-0.965252481,1,Yes,0.785275994,0.4,1.463847495,0.1,0.784584301,0.12,0.739152713,41.2,1.407432959,14,-0.253822642,0.38,0.942811762,0.25,1.590735206,0.13,1.169475718,5.76,2.185735732,639,2.120722409,38.1,1.687204333,7.8,1.765720702,0.34,2.106889543,0.65,-0.944304971,50940,-1.090589719,92,-0.64572279,0.15,0.004065405,0.15,2.145739212
University of Maine,Maine,51.7116524,0.746493267,48.2883476,-0.734620189,0,-0.256262197,9114,-1.443250382,37.60683761,-0.828990729,62.39316239,0.894327981,0,-0.248704113,2457,-1.177442747,48.71661913,0.318136583,51.28338087,-0.304155657,11571,-1.517559007,1.797597442,-0.630307062,3.802609973,-0.677536299,1.322271195,-0.761367636,64.99870366,1.428254533,0.535822314,0.304440231,1.339555786,-0.943112139,0.025926886,-0.140635258,28.55839416,0.108188696,56.6,-1.200562732,75.2,-1.548146199,44.54211947,0.010833756,55.45788053,0.046379026,0,-0.24365733,14447,-0.87753014,44.21493678,0.254273589,55.78506322,-0.21396526,0,-0.246166294,13604,-0.736041204,54.1001065,0.906783289,45.8998935,-0.863655942,0,-0.241001764,1878,-1.373688281,GEDorHSDiplomaAccepted,Yes,3.42,-1.433737972,0,-2.820905912,Yes,56.29453682,1.161353067,43.70546318,-1.115478323,4.619267062,-0.593578567,38,0.93081082,38,0.579781582,62,-0.501039824,21,-0.004879567,11640,0.2691337,33240,0.203534958,33240,0.179656635,44162244,-0.967812846,29963894,-0.330474846,77.92260692,0.583963067,68.44397979,0.692606853,53.33333333,0.870596619,73.5,0.643673154,10768,-0.171338379,2763,-0.285455708,8262,0.411425179,69,1.908698775,36656,1.677808013,155,-0.253212924,24056,1.651901563,15,-0.926177791,12.75,1.101031431,0,No,-1.260574622,0.34,0.070377283,0.1,0.784584301,0.08,-0.695673142,37.6,1.042413961,16.8,0.443497837,0.35,-0.416484808,0.24,1.254951016,0.13,1.169475718,4.62,-0.509360244,109,-2.391617607,23.1,-0.680717824,5.5,-0.276202121,0.02,-1.337189958,0.93,1.925885139,55960,-0.458459283,111.5,0.577842038,0.14,-0.398409657,0.1,-0.307242104
"University of Maryland, Baltimore County",Maryland,53.49647059,1.042479867,46.50352941,-1.028779241,0,-0.256262197,10625,-1.308945361,52.58467023,0.933731259,47.41532977,-0.764772576,0,-0.248704113,3366,-1.000424168,53.27710671,1.047064452,46.72289329,-1.028703751,13991,-1.350802465,3.523693803,0.091340449,6.418411836,-0.447224289,17.34686584,1.807594461,24.63726681,-0.966399114,0.071474519,-0.379875978,17.68279608,1.242299423,0.042884712,-0.126659097,22.0685112,-0.43708655,70,-0.176929055,86,-0.034846098,47.26027397,0.44711156,52.73972603,-0.353040352,0,-0.24365733,11534,-0.985211074,46.54047695,0.663291874,52.81788044,-0.745616898,0,-0.246166294,9351,-1.149175774,53.03171642,0.782140062,46.96828358,-0.766664011,0,-0.241001764,2144,-1.26460149,GEDorHSDiplomaAccepted,No,3.96,1.006492273,75,1.106569504,Yes,44.18886199,-0.682608164,55.81113801,0.709344793,7.774117647,0.615681461,5,-1.115732654,36,0.416393091,64,-0.350179293,21,-0.004879567,9238,-0.470262296,26594,-0.647935211,26594,-0.670451497,45690768,-0.948713519,15746416,-0.666656763,70.9008711,-0.027305371,61.11975117,0.121504525,43.33443599,0.055062416,60,-0.2568588,10972,-0.128456541,1903,-0.590177539,7013,0.05931079,41,-0.656878479,23350,-0.651899899,203,-0.121145334,12467,0.305347994,18,0.067338314,12.5,1.007109435,0,No,-1.260574622,0.35,0.302622319,0.07,-0.891829638,0.09,-0.336966678,45,1.792730789,9.7,-1.324707663,0.38,0.942811762,0.17,-1.095538319,0.08,-1.006804283,4.7,-0.320230702,400,0.085912477,23.6,-0.601787086,5.9,0.078914892,0.31,1.78400709,0.57,-1.764359288,69750,1.278010581,119.5,1.079817351,0.15,0.004065405,0.09,-0.797838368
"University of Maryland, College Park",Maryland,50.77916516,0.59185358,49.22083484,-0.580935313,0,-0.256262197,30353,0.444575127,51.24054028,0.775542322,48.75945972,-0.61588276,0,-0.248704113,10439,0.376971226,50.89723475,0.666676398,49.10276525,-0.650601265,40792,0.495991782,2.738282016,-0.237025032,7.675524613,-0.33654,9.396450284,0.533033908,30.9570504,-0.59144485,0.080898215,-0.365988138,16.60129437,1.097681446,0.039223377,-0.129676666,13.3539004,-1.169281811,89.08,1.280603076,94.8,1.198213243,48.94150467,0.716957751,51.05849533,-0.600088899,0,-0.24365733,56637,0.682050564,44.73235189,0.345277066,55.26764811,-0.306674274,0,-0.246166294,25201,0.390486334,49.14963065,0.329238351,50.85036935,-0.414235621,0,-0.241001764,5821,0.243338854,GEDorHSDiplomaAccepted,Yes,4.43,3.130396375,75,1.106569504,Yes,52.92003594,0.647342169,47.07996406,-0.606802244,7.333706718,0.446871143,22,-0.061452683,38,0.579781582,62,-0.501039824,19,-1.899299679,9695,-0.329586205,37931,0.804535042,37931,0.779695341,102628181,-0.23726493,40357443,-0.084712325,60.97969362,-0.890981078,49.30186364,-0.799988158,30.0641254,-1.027296149,64.5,0.043318518,12559,0.205138933,4202,0.224421866,7214,0.115976116,36.21,-1.095775445,30420,0.585965345,0,-0.679681185,0,-1.143222491,18,0.067338314,12.5,1.007109435,0,No,-1.260574622,0.35,0.302622319,0.07,-0.891829638,0.09,-0.336966678,45,1.792730789,9.7,-1.324707663,0.38,0.942811762,0.17,-1.095538319,0.08,-1.006804283,4.7,-0.320230702,400,0.085912477,23.6,-0.601787086,5.9,0.078914892,0.31,1.78400709,0.57,-1.764359288,69750,1.278010581,119.5,1.079817351,0.15,0.004065405,0.09,-0.797838368
University of Massachusetts Amherst,Massachusetts,48.5547948,0.222973532,51.4452052,-0.214332889,0,-0.256262197,24391,-0.085356399,49.06863996,0.519934148,50.93136004,-0.375300486,0,-0.248704113,7838,-0.129547284,48.67976046,0.312245259,51.32023954,-0.298299731,32229,-0.094064527,5.625368457,0.970009981,6.370039406,-0.451483309,3.48443948,-0.414742433,44.68025691,0.222756256,0.052747526,-0.407474224,9.609358032,0.162722513,0.046541934,-0.123644918,21.00949094,-0.526064662,83.11,0.824551356,90.38,0.578881165,48.17495765,0.593923004,51.82504235,-0.487448601,0,-0.24365733,45451,0.268552822,40.9372727,-0.322205183,59.0627273,0.373317561,0,-0.246166294,28871,0.746988538,46.10842727,-0.025562211,53.89157273,-0.138145273,0,-0.241001764,5589,0.148195487,GEDorHSDiplomaAccepted,Yes,4.02,1.277628967,85,1.630232893,Yes,53.10457516,0.675451561,46.89542484,-0.634619894,5.018244434,-0.440649807,19.83,-0.19602842,58,2.213666483,42,-2.009645132,20.52,-0.459540394,16591,1.793175987,38527,0.880893185,38527,0.85593134,127860594,0.07802099,51722543,0.184023178,73.42495637,0.192425719,58.84485115,-0.055879438,43.20680628,0.044652628,84.2,1.35742811,13269,0.354384545,6360,0.989061063,6830,0.007719971,60.2,1.102374495,31480,0.771557588,1338,3.0017029,12076,0.259916771,18,0.067338314,14.25,1.664563407,0,No,-1.260574622,0.3,-0.858602858,0.07,-0.891829638,0.07,-1.054379605,32.8,0.555721964,8.7,-1.573750691,0.36,0.036614049,0.19,-0.423969938,0.09,-0.571548283,5.68,1.99660619,309,-0.68884779,14.3,-2.069898823,4,-1.607890918,0.1,-0.476170083,0.8,0.593296873,76600,2.140579005,148.4,2.893203173,0.16,0.406540467,0.08,-1.288434631
Michigan State University,Michigan,48.32529782,0.184914736,51.67470218,-0.176509085,0,-0.256262197,39201,1.231028355,42.47828498,-0.255676311,57.52171502,0.354715792,0,-0.248704113,10822,0.451556612,47.06035224,0.053406316,52.93964776,-0.041016026,50023,1.132078409,4.67784819,0.57387008,4.713831637,-0.597306487,5.177618296,-0.143302668,52.57581513,0.691201603,0.185914479,-0.211224117,6.085200808,-0.308526383,0.051976091,-0.119166239,19.14460285,-0.682751203,81.9,0.732118763,89.2,0.413539117,46.82889335,0.377872748,53.17110665,-0.289651101,0,-0.24365733,53341,0.560211787,46.18663938,0.601058576,53.81336062,-0.567249501,0,-0.246166294,46914,2.499677713,48.12290162,0.209455492,51.87709838,-0.321025815,0,-0.241001764,9829,1.887022536,GEDorHSDiplomaAccepted,Yes,3.8,0.283461089,65,0.582906116,Yes,48.18577649,-0.073789946,51.81422351,0.106845381,3.515216449,-1.016763196,15,-0.495567965,43,0.988252807,57,-0.878191151,21,-0.004879567,18016,2.231826817,44368,1.629228613,44368,1.603069708,150972496,0.366810543,125967673,1.939599668,63.97365349,-0.630345643,57.36565446,-0.171218912,36.69890501,-0.486147508,57.1,-0.450306405,11341,-0.050890864,5147,0.559261551,6864,0.01730515,50,0.167771352,31591,0.790992248,1141,2.459675497,28720,2.193822854,16.6,-0.396302535,9.87,0.019050037,1,Yes,0.785275994,0.35,0.302622319,0.1,0.784584301,0.08,-0.695673142,28.1,0.079169384,14.4,-0.154205431,0.37,0.489712906,0.23,0.919166825,0.12,0.734219717,4.62,-0.509360244,478,0.749992706,26.8,-0.096630359,6.3,0.434031904,0.15,0.06196734,0.81,0.695803663,58000,-0.201577592,92.7,-0.60179995,0.15,0.004065405,0.11,0.183354159
University of Michigan,Michigan,47.65254626,0.0733485,52.34745374,-0.065631707,0,-0.256262197,32695,0.652743466,49.42795467,0.562221437,50.57204533,-0.415101921,0,-0.248704113,18530,1.952611849,48.29477794,0.250711381,51.70522206,-0.23713558,51225,1.214905419,5.594924353,0.95728189,5.280624695,-0.547402383,2.604197169,-0.555857337,32.50951684,-0.499336647,0.078086872,-0.370131255,11.43387018,0.406695548,0.035139092,-0.133042818,16.47940075,-0.906679545,93.2,1.595332237,97,1.506478078,49.83331158,0.860097355,50.16431563,-0.73148419,0.002372789,-0.23989443,84289,1.704224672,56.85932681,2.478181305,43.14067319,-2.479552237,0,-0.246166294,14914,-0.608788373,43.53191489,-0.326149817,56.46808511,0.095758913,0,-0.241001764,7050,0.747352638,GEDorHSDiplomaAccepted,Yes,3.9,0.735355579,75,1.106569504,Yes,52.45901639,0.577118725,47.54098361,-0.537307635,4.10460315,-0.79085019,39,0.992827289,27,-0.318855114,73,0.328693096,20,-0.952089623,17454,2.058829086,56941,3.24005233,56941,3.211316704,224792253,1.28920865,108480665,1.526107495,53.88422363,-1.508668352,56.66034605,-0.226214912,30.53098758,-0.989217742,90,1.744323319,22887,2.376137078,3286,-0.100142316,6027,-0.218659416,35,-1.206645034,28487,0.247522132,0,-0.679681185,0,-1.143222491,15,-0.926177791,9.87,0.019050037,1,Yes,0.785275994,0.35,0.302622319,0.1,0.784584301,0.08,-0.695673142,28.1,0.079169384,14.4,-0.154205431,0.37,0.489712906,0.23,0.919166825,0.12,0.734219717,4.62,-0.509360244,478,0.749992706,26.8,-0.096630359,6.3,0.434031904,0.15,0.06196734,0.81,0.695803663,58000,-0.201577592,92.7,-0.60179995,0.15,0.004065405,0.11,0.183354159
Wayne State University,Michigan,41.07098536,-1.018109355,58.92901464,1.019087018,0,-0.256262197,16116,-0.820878603,38.60792492,-0.711174042,61.39207508,0.783437136,0,-0.248704113,7672,-0.161874109,40.27661006,-1.030876591,59.72338994,1.036751949,23788,-0.675714101,1.383050277,-0.803621215,4.666218261,-0.601498675,10.627207,0.730341074,37.11114848,-0.226320748,0.163948209,-0.243596134,9.530015134,0.152112812,0.025222801,-0.141215545,42.07011686,1.243433811,60.3,-0.917917612,83.7,-0.357122972,39.25153549,-0.838332235,60.74846451,0.82380421,0,-0.24365733,14002,-0.893979853,39.50886508,-0.573434915,60.49113492,0.629255704,0,-0.246166294,10547,-1.032996854,40.55102833,-0.673913546,59.44897167,0.366373503,0,-0.241001764,2577,-1.087027879,GEDorHSDiplomaAccepted,Yes,3.43,-1.388548523,25,-1.51174744,Yes,40.26315789,-1.280579468,59.73684211,1.301109869,9.43162075,1.251005447,4,-1.177749123,13,-1.462574545,87,1.384716812,22,0.942330489,13660,0.89094049,31354,-0.038095006,31354,-0.06158681,59669799,-0.774041693,51474368,0.178154911,86.51823858,1.33224504,64.17244326,0.359536357,55.52086756,1.049017191,52,-0.790507365,8005,-0.752135036,2806,-0.270219617,5334,-0.414027928,57,0.809165666,26443.86,-0.110205166,173,-0.203687578,9160,-0.078900229,16,-0.595005756,9.87,0.019050037,1,Yes,0.785275994,0.35,0.302622319,0.1,0.784584301,0.08,-0.695673142,28.1,0.079169384,14.4,-0.154205431,0.37,0.489712906,0.23,0.919166825,0.12,0.734219717,4.62,-0.509360244,478,0.749992706,26.8,-0.096630359,6.3,0.434031904,0.15,0.06196734,0.81,0.695803663,58000,-0.201577592,92.7,-0.60179995,0.15,0.004065405,0.11,0.183354159
University of Minnesota,Minnesota,45.00101916,-0.366369391,54.99898084,0.371371177,0,-0.256262197,39248,1.235205943,42.83440504,-0.213764996,57.16559496,0.315268229,0,-0.248704113,15707,1.402861079,44.3817669,-0.374726744,55.6182331,0.384544589,54955,1.471930998,3.542898735,0.099369659,4.345373487,-0.629747911,5.57729051,-0.079229736,42.8568829,0.114575042,0.247475207,-0.120501163,8.437812756,0.006063947,0.050950778,-0.120011273,17.97541823,-0.780985244,84.36,0.920039572,90.21,0.5550607,46.42575558,0.313167058,53.44546649,-0.249335277,0,-0.24365733,38050,-0.005029942,44.33412854,0.275237153,55.59921415,-0.247265185,0,-0.246166294,28504,0.711338318,44.04037405,-0.266830668,55.82603533,0.037471542,0,-0.241001764,6737,0.618991112,GEDorHSDiplomaAccepted,Yes,3.715,-0.100649227,55,0.059242727,Yes,50.39465695,0.262671259,49.60534305,-0.226123758,4.196392173,-0.755667289,24.7,0.105991783,23.1,-0.63746267,76.9,0.622871131,20,-0.952089623,10970,0.062890853,31415,-0.030279827,31520,-0.040353294,174565910,0.661616721,24356548,-0.463064348,66.87201019,-0.378032823,59.70356647,0.011078373,39.92497505,-0.223021449,77.1,0.883815008,13570,0.417656276,2762,-0.285810036,5676,-0.317612299,51,0.259399111,26576,-0.087069167,199,-0.132150967,4372,-0.635229376,16,-0.595005756,10.33,0.19186651,0,No,-1.260574622,0.3,-0.858602858,0.07,-0.891829638,0.07,-1.054379605,18.8,-0.86379636,13.5,-0.378344156,0.31,-2.228880234,0.21,0.247598444,0.08,-1.006804283,4.25,-1.384084377,278,-0.952777111,22.4,-0.791220858,4.8,-0.897656893,0.08,-0.691425051,0.83,0.900817242,63640,0.508624731,94.1,-0.51395427,0.12,-1.203359782,0.07,-1.779030894
Mississippi State University,Mississippi,49.52745152,0.384274754,50.47254848,-0.374638168,0,-0.256262197,18305,-0.626309648,44.17587477,-0.055889137,55.82412523,0.166673087,0,-0.248704113,4344,-0.809968534,48.50103757,0.283678994,51.49896243,-0.269905107,22649,-0.754199928,0.949269283,-0.984976661,3.095059385,-0.739833601,12.41555919,1.017038434,59.96732748,1.129741788,0.423859773,0.139439379,1.298070555,-0.948659528,0.039736854,-0.129253472,32.62372132,0.449754528,63.1,-0.704024008,80.5,-0.805508187,42.82527881,-0.264728016,57.17472119,0.298660281,0,-0.24365733,18830,-0.715509703,43.33945473,0.100292948,56.66054527,-0.057098798,0,-0.246166294,14158,-0.682225884,48.05464805,0.201492721,51.94535195,-0.314829534,0,-0.241001764,3367,-0.763048311,GEDorHSDiplomaAccepted,Yes,3.61,-0.575138442,40,-0.726252356,Yes,49.09786769,0.065141658,50.90213231,-0.030644278,9.991805518,1.465725298,31,0.496695537,32,0.089616111,68,-0.048458231,21,-0.004879567,9248,-0.467184044,25294,-0.814488208,25294,-0.83673807,102949902,-0.233244938,33332065,-0.250832157,79.60411528,0.730344676,80.8857985,1.662750195,64.38842428,1.772276522,55.5,-0.557036118,8651,-0.61634255,2517,-0.372620325,5737,-0.300415359,52.32,0.380347753,25797,-0.223461957,283,0.098967317,2571,-0.844491865,16,-0.595005756,7.25,-0.965252481,1,Yes,0.785275994,0.44,2.392827637,0.12,1.902193594,0.13,1.097859177,20.3,-0.711705111,14.1,-0.228918339,0.38,0.942811762,0.2,-0.088185747,0.14,1.604731718,5.33,1.169164443,291,-0.842097073,43.9,2.6028009,8.6,2.475954727,0.39,2.645026965,0.61,-1.35433213,45180,-1.81590273,85.3,-1.066127116,0.15,0.004065405,0.15,2.145739212
